year_bought,km_driven,transmission,owner,selling_price
2019,8000,Manual,First Owner,470000
2008,30000,Manual,First Owner,150000
2017,30000,Manual,First Owner,400000
2009,100000,Manual,Fourth & Above Owner,110000
2014,56207,Manual,Second Owner,180000
2010,40000,Manual,First Owner,250000
2006,70000,Manual,First Owner,80000
2018,1440,Manual,First Owner,875000
2015,12000,Manual,First Owner,425000
2019,50000,Manual,First Owner,300000
2016,35000,Manual,First Owner,700000
2010,50000,Manual,Second Owner,130000
2017,60000,Manual,Second Owner,1000000
2017,67000,Manual,First Owner,650000
2013,100000,Manual,Second Owner,400000
2017,60000,Manual,First Owner,800000
2017,70000,Manual,First Owner,675000
2017,50000,Manual,Fourth & Above Owner,210000
2009,120000,Manual,Third Owner,150000
2007,100000,Manual,Fourth & Above Owner,45000
2015,90000,Manual,First Owner,516000
2014,80000,Manual,First Owner,450000
2012,90000,Manual,Second Owner,134000
2014,157000,Manual,Second Owner,509999
2016,20000,Manual,First Owner,500000
2008,80000,Manual,Fourth & Above Owner,130000
2015,60000,Manual,First Owner,575000
2015,49000,Manual,First Owner,550000
2009,89255,Manual,First Owner,145000
2020,5000,Manual,First Owner,347000
2013,110000,Manual,First Owner,275000
2010,200000,Manual,Third Owner,630000
2012,90000,Manual,Second Owner,160000
2010,63000,Manual,Third Owner,150000
2015,23000,Manual,First Owner,550000
2013,100000,Manual,First Owner,349000
2004,168000,Manual,Fourth & Above Owner,229999
2008,90000,Manual,Third Owner,110000
2008,70000,Manual,Third Owner,110000
2018,5550,Manual,Second Owner,245000
2014,100000,Manual,Second Owner,180000
2014,80000,Manual,Second Owner,290000
2010,40000,Manual,First Owner,250000
2010,100000,Manual,First Owner,150000
2004,35000,Manual,Third Owner,55000
2006,75000,Manual,Second Owner,500000
2013,150000,Manual,Fourth & Above Owner,290000
2019,16000,Automatic,First Owner,400000
2009,70000,Manual,First Owner,72000
2014,115000,Manual,First Owner,250000
2019,25000,Automatic,First Owner,575000
2019,10000,Automatic,First Owner,1300000
2019,15000,Manual,First Owner,425000
2019,10000,Manual,First Owner,470000
2012,80000,Manual,Third Owner,220000
2020,1700,Manual,First Owner,310000
2016,45217,Manual,First Owner,400000
2012,97000,Manual,First Owner,215000
2018,20000,Manual,First Owner,310000
2017,50000,Manual,First Owner,750000
2009,120000,Manual,Second Owner,204999
2010,50000,Manual,First Owner,260000
2012,40000,Manual,Second Owner,180000
2007,110000,Manual,Second Owner,125000
2014,155000,Manual,First Owner,420000
2011,70000,Manual,Second Owner,220000
2010,70000,Manual,Third Owner,200000
2009,100000,Manual,Third Owner,130000
2016,41000,Manual,First Owner,335000
2017,60000,Automatic,First Owner,2650000
2018,56000,Automatic,First Owner,2675000
2017,60000,Automatic,First Owner,2675000
2011,97000,Automatic,Second Owner,434999
2014,60000,Manual,First Owner,500000
2017,60000,Manual,First Owner,290000
2014,48000,Automatic,Second Owner,475000
2009,190000,Manual,Third Owner,270000
2019,80000,Manual,First Owner,600000
2013,70000,Manual,Second Owner,300000
2012,80000,Manual,Second Owner,415000
2018,30000,Automatic,Second Owner,800000
2016,44440,Manual,Second Owner,420000
2018,30000,Manual,First Owner,1250000
2011,120000,Manual,First Owner,270000
2015,80000,Manual,Second Owner,390000
2012,110000,Manual,First Owner,400000
2007,170000,Manual,First Owner,100000
2010,46000,Automatic,First Owner,850000
2012,120000,Automatic,Third Owner,359000
2015,91365,Manual,First Owner,470000
2013,90010,Manual,Second Owner,360000
2013,80000,Manual,First Owner,250999
2012,35000,Manual,Second Owner,45000
2006,80000,Manual,Second Owner,75000
2013,31800,Manual,First Owner,495000
2013,59100,Manual,First Owner,310000
2016,31200,Manual,First Owner,540000
2016,51000,Manual,First Owner,665000
2013,22700,Manual,Second Owner,425000
2011,58000,Automatic,First Owner,1295000
2016,50900,Manual,First Owner,675000
2018,10000,Manual,First Owner,980000
2014,60000,Manual,First Owner,320000
2011,80000,Manual,Second Owner,250000
2016,72000,Manual,First Owner,600000
2016,96000,Manual,First Owner,300000
2014,66000,Manual,First Owner,305000
2012,80000,Manual,Second Owner,270000
2012,90000,Manual,First Owner,300000
2009,70000,Manual,First Owner,106000
2006,75000,Manual,Third Owner,90000
2019,2417,Manual,First Owner,539000
2009,100000,Manual,Fourth & Above Owner,110000
2016,30000,Manual,Second Owner,250000
2009,50000,Manual,First Owner,300000
2018,60000,Manual,First Owner,707000
2007,120000,Manual,Fourth & Above Owner,95000
2020,7000,Manual,First Owner,495000
2012,35000,Manual,First Owner,200000
2009,110000,Manual,Fourth & Above Owner,110000
2008,130000,Manual,Fourth & Above Owner,100000
2016,25000,Manual,Second Owner,150000
2016,35000,Manual,First Owner,509999
2005,80000,Manual,Third Owner,50000
2007,70000,Manual,Second Owner,85000
2018,23000,Manual,First Owner,475000
2014,40000,Manual,First Owner,425000
2006,110000,Automatic,Second Owner,480000
2019,10000,Manual,First Owner,950000
2015,80000,Manual,First Owner,535000
2009,25000,Manual,Third Owner,325000
2013,74000,Manual,Third Owner,270000
2015,60000,Manual,Third Owner,300000
2011,70000,Manual,First Owner,325000
2010,100000,Manual,First Owner,350000
2008,146000,Manual,Third Owner,229999
2012,120000,Manual,Second Owner,325000
2005,70000,Manual,Second Owner,70000
2008,120000,Manual,Third Owner,190000
2011,65500,Manual,First Owner,345000
2016,70000,Manual,First Owner,1025000
2012,50000,Manual,First Owner,120000
2009,90000,Manual,Second Owner,114999
2009,120000,Manual,Second Owner,300000
2016,56000,Manual,First Owner,340000
2005,70000,Manual,Second Owner,90000
2006,140300,Manual,First Owner,150000
2010,70000,Manual,First Owner,115999
2017,36000,Manual,First Owner,425000
2017,12997,Manual,First Owner,550000
2017,40000,Automatic,First Owner,500000
2013,25000,Manual,Second Owner,300000
2018,26430,Manual,First Owner,1150000
2015,24600,Manual,First Owner,475000
2011,28481,Manual,First Owner,260000
2013,100000,Manual,First Owner,350000
2013,41988,Manual,First Owner,750000
2017,7658,Automatic,First Owner,350000
2009,30375,Manual,First Owner,180000
2017,34400,Manual,First Owner,611000
2017,18500,Manual,First Owner,325000
2012,48000,Manual,First Owner,225000
2014,28942,Automatic,First Owner,300000
2017,50000,Manual,Second Owner,400000
2012,53600,Manual,First Owner,711000
2015,53652,Manual,First Owner,851000
2016,23000,Manual,Second Owner,375000
2007,10211,Manual,First Owner,275000
2005,120000,Manual,Third Owner,120000
2015,120000,Manual,First Owner,350000
2017,35000,Manual,First Owner,409999
2012,130000,Manual,First Owner,500000
2013,90000,Manual,Second Owner,220000
2008,80000,Manual,Second Owner,120000
2007,55000,Manual,Second Owner,70000
2017,15000,Manual,First Owner,800000
2014,260000,Manual,Second Owner,450000
2012,145000,Manual,First Owner,525000
2016,35000,Manual,First Owner,300000
2008,56000,Manual,Second Owner,195000
2007,98000,Manual,Second Owner,130000
2011,135000,Manual,Second Owner,300000
2002,60000,Manual,Third Owner,120000
2010,120000,Manual,Third Owner,450000
2010,102000,Manual,Second Owner,160000
2018,35000,Manual,First Owner,800000
2013,80000,Manual,First Owner,100000
2017,13599,Automatic,First Owner,825000
2015,32933,Manual,First Owner,265000
2008,54551,Manual,First Owner,175000
2014,57112,Manual,First Owner,250999
2015,41025,Automatic,First Owner,471000
2019,5000,Manual,First Owner,650000
2019,5000,Manual,First Owner,650000
2012,53122,Manual,Second Owner,225000
2013,64111,Manual,First Owner,245000
2011,78892,Manual,First Owner,221000
2011,74113,Manual,First Owner,271000
2012,80000,Manual,First Owner,290000
2017,39000,Manual,First Owner,525000
2012,84775,Manual,First Owner,377000
2012,20778,Manual,First Owner,95000
2015,64441,Manual,First Owner,763000
2015,43192,Manual,First Owner,450000
2014,44416,Manual,First Owner,140000
2016,79991,Manual,First Owner,701000
2011,62601,Manual,Second Owner,277000
2018,50000,Automatic,First Owner,520000
2017,100000,Manual,First Owner,550000
2011,97000,Manual,Third Owner,260000
2015,100000,Manual,First Owner,420000
2002,100000,Manual,Third Owner,35000
2018,20000,Manual,First Owner,1150000
2017,46000,Manual,First Owner,680000
2012,40000,Manual,First Owner,425000
2014,70000,Manual,Second Owner,450000
2008,89600,Manual,Third Owner,590000
2017,60800,Manual,First Owner,936999
2015,104000,Manual,Second Owner,420000
2014,80000,Manual,Second Owner,450000
2004,69111,Manual,Third Owner,40000
2014,70000,Manual,Second Owner,520000
2007,120000,Manual,First Owner,80000
2014,40000,Manual,First Owner,55000
2001,100000,Manual,Third Owner,80000
2019,20000,Manual,First Owner,210000
2015,50000,Manual,Second Owner,300000
2017,50000,Manual,First Owner,260000
2016,70000,Manual,First Owner,250000
2008,90000,Manual,First Owner,80000
2010,150000,Manual,Second Owner,450000
2005,120000,Manual,Second Owner,310000
2012,100000,Manual,First Owner,500000
2016,70000,Manual,Second Owner,800000
2016,70000,Manual,Second Owner,840000
2016,50000,Manual,First Owner,490000
2010,81000,Manual,Second Owner,125000
2012,120000,Manual,Third Owner,400000
2015,3600,Manual,First Owner,1000000
2015,14272,Manual,First Owner,530000
2017,49213,Manual,First Owner,840000
2015,40000,Manual,First Owner,229999
1998,40000,Manual,Fourth & Above Owner,40000
2012,80000,Manual,First Owner,130000
2015,70000,Manual,First Owner,200000
2011,70000,Manual,First Owner,120000
2003,57000,Manual,First Owner,75000
2016,120000,Manual,First Owner,250000
2005,30000,Manual,First Owner,100000
2013,3240,Manual,Second Owner,280000
2015,5000,Manual,First Owner,540000
2018,10000,Manual,First Owner,700000
2014,90000,Manual,Second Owner,350000
2011,100000,Manual,First Owner,320000
2016,90000,Manual,First Owner,475000
2011,140000,Manual,Second Owner,220000
2013,13770,Manual,First Owner,210000
2005,4637,Manual,Second Owner,61000
2009,100000,Automatic,Second Owner,355000
2012,60000,Manual,First Owner,150000
2011,80000,Manual,First Owner,133000
2015,50000,Automatic,First Owner,650000
2014,40000,Manual,Second Owner,210000
2013,93900,Manual,Second Owner,130000
2007,70000,Manual,First Owner,60000
2005,120000,Manual,Third Owner,120000
2017,40000,Automatic,First Owner,2900000
2005,120000,Manual,Second Owner,100000
2004,80000,Manual,First Owner,79000
2012,110000,Manual,First Owner,120000
2005,34000,Manual,First Owner,125000
2013,20000,Manual,First Owner,425000
2001,117000,Manual,Second Owner,70000
2020,1500,Manual,First Owner,619000
2017,48965,Manual,First Owner,415000
2014,55000,Manual,First Owner,265000
2008,60000,Manual,First Owner,70000
2015,40000,Manual,First Owner,281000
2013,80000,Manual,First Owner,211000
2018,11000,Manual,First Owner,550000
2014,110000,Manual,First Owner,350000
2017,19890,Automatic,First Owner,420000
2015,20969,Manual,First Owner,270000
2016,20194,Manual,First Owner,399000
2016,34982,Manual,First Owner,440000
2012,44588,Manual,First Owner,250000
2016,57904,Manual,First Owner,650000
2015,59258,Manual,First Owner,270000
2016,60826,Manual,First Owner,390000
2018,50000,Manual,First Owner,1500000
2014,35000,Manual,First Owner,225000
2015,110000,Manual,Second Owner,900000
2018,40000,Automatic,First Owner,1600000
2019,10000,Manual,First Owner,800000
2013,50000,Manual,First Owner,320000
2016,25000,Manual,First Owner,300000
2018,25000,Manual,First Owner,740000
2019,1300,Manual,First Owner,350000
2014,40000,Manual,First Owner,280000
2018,50000,Automatic,First Owner,675000
2011,20000,Manual,First Owner,300000
2011,76000,Manual,Third Owner,400000
2010,100000,Manual,Third Owner,420000
2008,120000,Manual,First Owner,300000
2010,70000,Manual,First Owner,170000
2014,70000,Manual,Third Owner,210000
2015,60000,Manual,Second Owner,600000
2014,38000,Manual,Second Owner,260000
2015,19000,Manual,First Owner,82000
2016,75000,Manual,First Owner,690000
2015,70000,Manual,First Owner,300000
2017,30000,Manual,First Owner,1250000
2017,31707,Manual,First Owner,799000
2010,180000,Manual,First Owner,1000000
2014,90000,Manual,Second Owner,190000
2014,30000,Manual,First Owner,250000
2009,60000,Manual,First Owner,200000
2005,90000,Manual,Second Owner,300000
2015,120000,Manual,Second Owner,250000
2008,70000,Manual,Third Owner,90000
2001,70000,Manual,First Owner,68000
2017,26500,Manual,First Owner,500000
2017,50000,Manual,First Owner,900000
2007,52000,Manual,Second Owner,100000
2016,160000,Manual,First Owner,700000
2012,115992,Automatic,Third Owner,1750000
2017,110000,Manual,Second Owner,290000
2014,97000,Manual,Second Owner,1050000
2008,100000,Manual,Third Owner,70000
2016,41000,Manual,First Owner,520000
2012,90000,Manual,First Owner,150000
2008,90000,Manual,First Owner,120000
2016,25000,Manual,First Owner,600000
2010,70000,Manual,Second Owner,150000
2011,60000,Manual,First Owner,400000
2015,30000,Manual,Second Owner,310000
2015,30000,Manual,First Owner,550000
2016,60000,Manual,First Owner,550000
2013,73000,Manual,First Owner,320000
1992,100000,Manual,Fourth & Above Owner,50000
2018,32000,Manual,First Owner,500000
2018,26500,Manual,First Owner,360000
2017,50000,Manual,Second Owner,700000
2012,110000,Manual,Second Owner,700000
2017,84000,Manual,First Owner,655000
2017,50000,Manual,Second Owner,700000
2011,110000,Manual,First Owner,200000
2012,150000,Manual,First Owner,375000
2012,109052,Manual,First Owner,470000
2015,90658,Manual,First Owner,550000
2014,110000,Manual,Second Owner,500000
2015,25000,Manual,First Owner,210000
2018,20000,Manual,First Owner,270000
2010,80000,Manual,First Owner,300000
2007,60000,Manual,Third Owner,80000
2013,81000,Automatic,First Owner,1451000
2018,15000,Manual,First Owner,1085000
2009,75000,Automatic,First Owner,245000
2017,25552,Manual,Second Owner,700000
2018,20000,Manual,First Owner,300000
2017,80000,Manual,First Owner,350000
2017,25000,Automatic,First Owner,635000
2012,40700,Manual,First Owner,325000
2017,65500,Automatic,First Owner,1150000
2008,42000,Manual,First Owner,110000
2018,8000,Manual,First Owner,890000
2007,80000,Manual,Second Owner,73000
2014,77000,Manual,First Owner,170000
2016,6000,Manual,First Owner,750000
2017,28838,Manual,First Owner,280000
2018,11174,Manual,First Owner,690000
2008,120000,Manual,First Owner,130000
2007,80000,Manual,Second Owner,73000
2007,85000,Manual,Second Owner,85000
2018,10000,Automatic,First Owner,1575000
2013,105000,Manual,First Owner,325000
1998,120000,Manual,Second Owner,85000
2018,30000,Manual,Second Owner,860000
2017,41000,Manual,First Owner,690000
2013,54000,Manual,First Owner,650000
2014,40000,Manual,First Owner,375000
2013,71000,Manual,First Owner,525000
2016,72500,Manual,First Owner,330000
2013,76600,Manual,First Owner,280000
2014,40000,Manual,First Owner,470000
2011,110000,Manual,First Owner,350000
2012,63000,Manual,First Owner,480000
2016,60000,Manual,First Owner,620000
2014,58000,Manual,First Owner,250000
2010,80000,Manual,Second Owner,78692
2012,80000,Manual,First Owner,350000
2013,70000,Manual,Second Owner,250000
2011,97700,Manual,Fourth & Above Owner,260000
2016,36000,Manual,Second Owner,640000
2008,90000,Manual,Second Owner,220000
2015,130000,Manual,First Owner,465000
2010,120000,Manual,Second Owner,229999
2018,15000,Manual,First Owner,425000
2008,120000,Manual,Third Owner,95000
2012,170000,Manual,Third Owner,170000
2016,37500,Manual,Second Owner,229999
1999,50000,Manual,Third Owner,45000
2007,145000,Manual,Third Owner,479000
2016,60000,Manual,First Owner,370000
2016,30000,Manual,First Owner,340000
2016,35000,Manual,First Owner,620000
2012,60000,Manual,First Owner,270000
2018,35000,Manual,First Owner,400000
2015,40000,Manual,First Owner,260000
2003,50000,Manual,Fourth & Above Owner,48000
2015,23800,Manual,Second Owner,100000
2015,70000,Manual,First Owner,490000
2010,90000,Manual,Second Owner,120000
2008,102000,Manual,Second Owner,125000
2013,80000,Manual,First Owner,160000
2019,5000,Manual,First Owner,190000
2019,10000,Manual,First Owner,1700000
2011,50000,Manual,First Owner,250000
2019,15000,Manual,First Owner,500000
2008,35000,Manual,Second Owner,400000
2011,20000,Manual,First Owner,500000
2014,99000,Automatic,First Owner,1800000
2008,90000,Manual,First Owner,320000
2007,47000,Automatic,First Owner,250000
2010,90000,Manual,Third Owner,105000
2018,20000,Manual,First Owner,550000
2019,1100,Automatic,First Owner,600000
2020,40000,Manual,First Owner,210000
2012,15000,Manual,First Owner,210000
2009,40000,Manual,First Owner,150000
2008,60000,Manual,First Owner,125000
2016,20000,Manual,First Owner,380000
2019,5000,Manual,First Owner,600000
2016,27000,Manual,First Owner,490000
2018,38000,Manual,Second Owner,545000
2015,25000,Manual,First Owner,250000
2020,1100,Manual,First Owner,1050000
2007,100000,Manual,First Owner,100000
2014,100000,Manual,Second Owner,250000
2007,110000,Manual,First Owner,100000
2016,60000,Manual,Second Owner,350000
2012,70000,Manual,Second Owner,370000
2004,110000,Manual,Second Owner,121000
2017,44077,Automatic,First Owner,570000
2017,24000,Manual,First Owner,785000
2018,30000,Manual,First Owner,850000
2016,30000,Manual,Second Owner,375000
2017,40000,Manual,First Owner,619000
2011,90000,Manual,Second Owner,335000
2006,50000,Manual,First Owner,500000
2003,100000,Manual,Second Owner,60000
2010,50000,Manual,Second Owner,130000
2015,210000,Manual,First Owner,210000
2019,20000,Manual,First Owner,1900000
2013,70000,Manual,Second Owner,270000
2010,100000,Manual,Second Owner,225000
2011,160000,Manual,Second Owner,150000
2013,70000,Manual,First Owner,173000
2018,9422,Automatic,First Owner,4800000
2017,110000,Automatic,First Owner,710000
2019,20000,Manual,First Owner,1500000
2017,20000,Manual,First Owner,550000
2008,70000,Manual,Second Owner,58000
2012,60000,Automatic,Third Owner,1200000
2013,150000,Manual,First Owner,500000
2009,83000,Manual,Second Owner,120000
2012,250000,Manual,First Owner,300000
2018,30000,Manual,First Owner,300000
2015,21000,Manual,First Owner,295000
2018,80000,Manual,First Owner,587000
2012,50000,Manual,Second Owner,430000
2007,50000,Manual,Second Owner,123000
2012,48500,Automatic,Second Owner,450000
2007,60000,Manual,Third Owner,130000
2010,90000,Manual,Second Owner,110000
2010,240000,Manual,Third Owner,200000
2015,70000,Manual,Second Owner,320000
2014,50000,Manual,First Owner,300000
2016,110000,Manual,First Owner,350000
2018,50000,Manual,First Owner,800000
2016,175000,Manual,First Owner,270000
2017,60000,Manual,First Owner,540000
2011,60000,Manual,Second Owner,160000
2013,100000,Manual,Second Owner,340000
2017,40000,Manual,Second Owner,350000
2011,100000,Manual,First Owner,300000
2013,63000,Manual,First Owner,330000
2016,80000,Manual,Second Owner,325000
2013,55000,Manual,First Owner,250000
2013,55000,Manual,First Owner,250000
2015,60000,Manual,First Owner,240000
2020,5000,Manual,First Owner,545000
2015,48000,Manual,First Owner,300000
2010,80000,Manual,Second Owner,130000
2017,50000,Manual,First Owner,240000
2018,15000,Manual,First Owner,360000
2012,70000,Manual,First Owner,250000
2019,105000,Automatic,First Owner,475000
2016,50000,Manual,Second Owner,600000
2010,80000,Manual,Second Owner,150000
2017,50000,Manual,First Owner,700000
2016,5000,Manual,First Owner,1290000
2004,58000,Manual,First Owner,80000
2015,12000,Manual,First Owner,425000
2018,10000,Automatic,First Owner,500000
2012,45000,Manual,Second Owner,193000
2015,10000,Manual,First Owner,800000
2008,50000,Manual,First Owner,150000
2002,40000,Manual,Fourth & Above Owner,80000
2010,100000,Manual,Third Owner,130000
2012,80000,Manual,Second Owner,280000
2011,110000,Manual,Second Owner,229999
2008,120000,Manual,First Owner,80000
2010,10000,Manual,First Owner,70000
2013,60000,Manual,Second Owner,240000
2010,72000,Manual,Second Owner,380000
2013,60000,Manual,Second Owner,240000
2006,110000,Manual,First Owner,80000
2013,50000,Manual,First Owner,265000
2018,25000,Manual,First Owner,320000
2014,120000,Manual,Third Owner,500000
2016,55000,Manual,First Owner,1300000
2018,35000,Manual,First Owner,1500000
2016,110000,Automatic,First Owner,1800000
2014,80000,Manual,Second Owner,600000
2018,80000,Manual,First Owner,420000
2009,120000,Manual,First Owner,140000
2010,100000,Manual,Second Owner,300000
2006,60000,Manual,Second Owner,100000
2017,25000,Manual,First Owner,350000
2018,19000,Manual,First Owner,850000
2008,54000,Manual,First Owner,140000
2015,17100,Manual,Second Owner,550000
2017,19000,Automatic,First Owner,525000
2015,146000,Manual,First Owner,470000
2013,98000,Automatic,First Owner,900000
2011,224642,Manual,Second Owner,500000
1998,120000,Manual,Second Owner,80000
2011,175000,Manual,First Owner,175000
2017,15000,Automatic,Second Owner,1350000
2017,50000,Manual,First Owner,800000
2017,15000,Manual,First Owner,250000
2018,25000,Automatic,First Owner,700000
2019,25000,Manual,First Owner,800000
2013,69000,Manual,First Owner,660000
2015,60000,Manual,Third Owner,465000
2006,222435,Manual,Second Owner,180000
2017,66000,Manual,Third Owner,600000
2010,110000,Manual,First Owner,150000
2014,78000,Manual,Second Owner,450000
2019,10000,Manual,First Owner,721000
2018,35000,Manual,First Owner,300000
2019,10000,Manual,First Owner,1000000
2016,40000,Manual,First Owner,300000
2013,120000,Manual,First Owner,450000
1997,70000,Automatic,First Owner,79000
2017,40000,Manual,First Owner,545000
2018,20000,Manual,First Owner,844999
2016,93000,Manual,First Owner,700000
2016,159000,Manual,First Owner,650000
2014,75000,Manual,Second Owner,525000
2006,101100,Manual,Third Owner,110000
2011,66000,Manual,First Owner,180000
2012,30000,Manual,Second Owner,280000
2019,10000,Manual,First Owner,400000
2012,126000,Manual,Second Owner,625000
2015,70000,Manual,First Owner,535000
2017,50000,Manual,First Owner,459999
2010,100000,Manual,First Owner,300000
2007,60000,Automatic,First Owner,280000
2014,70000,Manual,First Owner,500000
2019,1200,Manual,First Owner,1200000
2016,40000,Manual,First Owner,300000
2011,80000,Manual,Third Owner,180000
2011,134444,Automatic,Second Owner,180000
2009,120000,Manual,Second Owner,78000
2011,120000,Manual,First Owner,160000
2014,238000,Manual,First Owner,600000
2008,100000,Manual,Second Owner,110000
2011,110000,Manual,Second Owner,450000
2019,35000,Manual,First Owner,1350000
2003,165000,Manual,Second Owner,120000
2018,42000,Manual,First Owner,1040000
2014,70000,Manual,Second Owner,390000
2011,60000,Manual,Second Owner,65000
2013,115000,Manual,Third Owner,320000
2017,70000,Manual,First Owner,720000
2007,80000,Manual,Second Owner,220000
2011,65000,Manual,First Owner,225000
2010,150000,Manual,Second Owner,200000
2015,75000,Manual,Second Owner,434999
2012,63700,Manual,First Owner,300000
2018,74800,Manual,First Owner,700000
2009,105000,Manual,Second Owner,500000
2016,40000,Manual,First Owner,500000
2016,90000,Manual,Second Owner,400000
2015,75000,Manual,Second Owner,825000
2018,15000,Manual,First Owner,720000
2009,30000,Manual,Second Owner,110000
2014,100000,Manual,Second Owner,600000
2009,155000,Automatic,Third Owner,275000
2012,149000,Automatic,Second Owner,2349000
2017,60000,Manual,First Owner,740000
2017,90000,Manual,First Owner,800000
2019,100000,Manual,First Owner,1100000
2012,100000,Automatic,Second Owner,750000
2012,90000,Manual,Second Owner,200000
2009,75000,Manual,First Owner,210000
2009,120000,Manual,Second Owner,270000
2016,90000,Manual,Second Owner,630000
2015,55000,Manual,First Owner,375000
2010,70000,Manual,First Owner,300000
2016,95000,Manual,Second Owner,580000
2014,50000,Manual,First Owner,550000
2016,50000,Manual,First Owner,750000
2014,60516,Manual,First Owner,250000
2012,235000,Manual,Second Owner,434999
2007,76731,Automatic,First Owner,900000
2016,64000,Manual,First Owner,685000
2014,65000,Manual,First Owner,540000
2018,13000,Automatic,Test Drive Car,1165000
2014,77000,Manual,First Owner,610000
2011,24000,Manual,First Owner,254999
2014,63840,Manual,First Owner,280000
2017,25000,Manual,First Owner,370000
2011,76400,Manual,Second Owner,459999
1998,70000,Manual,Third Owner,42000
1998,70000,Manual,Third Owner,42000
2011,80000,Manual,Third Owner,190000
2010,100000,Manual,Fourth & Above Owner,165000
2017,40000,Manual,First Owner,710000
2018,15000,Manual,First Owner,1200000
2011,70000,Manual,First Owner,229999
2018,15000,Manual,First Owner,310000
2015,40000,Manual,First Owner,320000
2006,54000,Manual,First Owner,100000
2009,90000,Manual,First Owner,160000
2007,52000,Manual,First Owner,60000
2012,200000,Manual,Third Owner,100000
2016,35000,Manual,Second Owner,350000
2017,60000,Manual,First Owner,700000
2017,31489,Manual,First Owner,300000
2018,40000,Manual,First Owner,830000
2013,110000,Manual,First Owner,220000
2009,50000,Manual,First Owner,130000
2012,44000,Manual,First Owner,330000
2010,90000,Manual,Second Owner,254999
2014,50000,Manual,Second Owner,600000
2012,50000,Manual,First Owner,210000
2007,81366,Manual,First Owner,120000
2006,110000,Manual,First Owner,95000
2006,300000,Manual,First Owner,229999
2010,70000,Manual,First Owner,229999
2013,100000,Manual,First Owner,400000
2005,70000,Manual,Second Owner,300000
2013,50000,Manual,First Owner,300000
2009,180000,Manual,Second Owner,80000
2008,50000,Manual,Second Owner,80000
2007,90000,Manual,Second Owner,100000
2012,110000,Manual,First Owner,300000
2018,26000,Automatic,First Owner,700000
2016,65000,Manual,First Owner,975000
2009,130000,Manual,First Owner,500000
2013,75000,Manual,Second Owner,550000
2014,110000,Manual,Second Owner,550000
2014,50000,Manual,First Owner,240000
1997,80000,Manual,Second Owner,50000
2009,80000,Manual,Second Owner,120000
2013,60000,Manual,Second Owner,900000
2009,90000,Manual,Second Owner,250000
2017,36000,Manual,First Owner,280000
2010,87000,Manual,First Owner,85000
2011,80000,Manual,First Owner,90000
2015,50000,Manual,First Owner,500000
2013,60000,Manual,First Owner,200000
2015,50000,Manual,First Owner,250000
2014,40000,Manual,Third Owner,185000
2008,60000,Manual,Second Owner,100000
2015,55000,Manual,First Owner,610000
2012,80000,Manual,First Owner,290000
2012,295000,Manual,First Owner,300000
2015,80000,Manual,First Owner,225000
2017,50000,Manual,Second Owner,320000
2012,158000,Manual,Third Owner,135000
2006,400000,Manual,Third Owner,400000
2016,25000,Manual,First Owner,400000
2017,35000,Manual,First Owner,570000
2018,12000,Manual,First Owner,500000
2015,70000,Manual,First Owner,130000
2018,4000,Manual,First Owner,360000
2017,10832,Manual,First Owner,530000
2009,50000,Manual,First Owner,250000
2016,19495,Manual,First Owner,600000
2013,62668,Manual,First Owner,570000
2013,85710,Manual,First Owner,850000
2011,55130,Manual,Second Owner,250000
2014,63356,Manual,Second Owner,580000
2012,129627,Manual,First Owner,1680000
2010,15000,Manual,First Owner,180000
2017,50000,Manual,First Owner,300000
2012,70000,Manual,Second Owner,269000
2018,20000,Manual,First Owner,231999
2011,60000,Manual,Third Owner,150000
2017,5000,Manual,First Owner,495000
2014,15000,Manual,First Owner,700000
2018,4400,Manual,Second Owner,400000
2019,15000,Manual,Third Owner,599000
2013,45000,Manual,First Owner,421000
2018,1000,Manual,First Owner,841000
2014,38500,Manual,First Owner,295000
2011,25000,Manual,First Owner,220000
2013,35000,Manual,First Owner,250000
2009,110000,Manual,Second Owner,1100000
2012,40000,Manual,First Owner,300000
2007,110000,Manual,Second Owner,80000
2013,20000,Manual,Third Owner,215000
2012,14987,Manual,First Owner,245000
2016,25061,Manual,First Owner,650000
2017,42494,Manual,First Owner,760000
2014,44875,Manual,First Owner,395000
2014,89741,Manual,Second Owner,280000
2016,65000,Manual,First Owner,495000
2016,35000,Manual,First Owner,525000
2009,347089,Manual,First Owner,420000
2010,34500,Manual,First Owner,210000
2018,30000,Manual,First Owner,650000
2018,39000,Automatic,First Owner,2300000
2019,16000,Manual,First Owner,525000
2010,80000,Manual,Second Owner,195000
2016,60000,Manual,First Owner,650000
2015,110000,Manual,First Owner,540000
2014,61000,Manual,First Owner,180000
2017,29000,Manual,First Owner,750000
2018,50000,Manual,First Owner,980000
2014,90000,Manual,First Owner,250000
2018,35000,Automatic,First Owner,550000
2015,43000,Manual,Second Owner,509999
2017,50000,Manual,First Owner,320000
2016,25000,Manual,First Owner,275000
2013,222252,Manual,First Owner,550000
2009,50000,Manual,Second Owner,145000
2013,80000,Manual,First Owner,250000
2012,35000,Manual,First Owner,520000
2007,85000,Manual,Second Owner,95000
2011,110000,Manual,Third Owner,725000
2006,70000,Manual,Second Owner,55000
2014,100000,Manual,First Owner,600000
2013,120000,Manual,Second Owner,330000
2015,89000,Manual,First Owner,470000
2013,120000,Manual,First Owner,365000
2013,40000,Manual,Second Owner,250000
